time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-06-13T03:31:53.037Z,44.3305,149.1329,50.496,4.2,mb,36,199,4.705,0.58,us,us7000ms27,2024-06-13T04:14:55.040Z,"140 km SE of Kuril’sk, Russia",earthquake,14.14,9.253,0.11,23,reviewed,us,us
2024-06-13T03:29:17.869Z,63.074,-151.3407,0,1.4,ml,,,,0.27,ak,ak0247kxmtfu,2024-06-13T03:31:51.448Z,"55 km SSE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-06-13T03:27:58.682Z,60.26,-151.3603,0.1,2.1,ml,,,,1.04,ak,ak0247kxmh5o,2024-06-13T03:30:17.894Z,"3 km NNE of Clam Gulch, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-06-13T03:19:54.290Z,33.2426667,-116.0436667,4.59,0.78,ml,27,77,0.06116,0.17,ci,ci40795728,2024-06-13T14:42:17.252Z,"10 km SW of Salton City, CA",earthquake,0.2,0.56,0.183,10,reviewed,ci,ci
2024-06-13T03:19:39.090Z,38.81816483,-122.824501,2.339999914,1.06,md,19,63,0.009596,0.02,nc,nc75021602,2024-06-13T03:21:15.494Z,"7 km NW of The Geysers, CA",earthquake,0.26,0.439999998,0.31,21,automatic,nc,nc
2024-06-13T03:15:45.540Z,19.4034996,-155.2796631,0.99000001,1.75,md,16,39,0.009886,0.129999995,hv,hv74274881,2024-06-13T03:17:08.200Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.25,0.379999995,10,automatic,hv,hv
2024-06-13T03:13:06.500Z,34.3205,-116.8533333,2.32,1.09,ml,29,77,0.08054,0.17,ci,ci40795720,2024-06-13T13:32:27.294Z,"7 km N of Big Bear City, CA",earthquake,0.21,0.64,0.229,22,reviewed,ci,ci
2024-06-13T03:12:49.171Z,63.5912,-150.8063,8.3,3.5,ml,,,,0.89,ak,ak0247kxj8pd,2024-06-13T13:56:57.469Z,"45 km E of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-06-13T03:12:36.110Z,33.6635,-116.7123333,13.88,0.11,ml,18,80,0.03259,0.05,ci,ci40795712,2024-06-13T14:28:22.733Z,"8 km S of Idyllwild, CA",earthquake,0.17,0.33,0.147,10,reviewed,ci,ci
2024-06-13T03:12:04.317Z,28.999,-97.93,2.9541,1.8,ml,18,76,0,0.3,tx,tx2024lnwv,2024-06-13T12:54:21.128Z,"8 km ENE of Falls City, Texas",earthquake,1.2259508458623707,1.907649839886829,0.1,17,reviewed,tx,tx
2024-06-13T03:07:54.295Z,60.5124,-153.0401,148,1.4,ml,,,,0.7,ak,ak0247kxi6hx,2024-06-13T03:10:12.711Z,"78 km ENE of Port Alsworth, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-06-13T03:03:49.280Z,38.79966736,-122.8225021,2.460000038,0.64,md,7,101,0.01452,0.02,nc,nc75021597,2024-06-13T03:05:24.992Z,"6 km NW of The Geysers, CA",earthquake,0.92,1.42999995,0.34,9,automatic,nc,nc
2024-06-13T02:57:39.247Z,37.9917,-116.2122,8.3,1.3,ml,8,245.45,0.787,0.1881,nn,nn00879133,2024-06-13T03:00:08.256Z,"56 km NW of Rachel, Nevada",earthquake,,2.7,0.38,4,automatic,nn,nn
2024-06-13T02:32:47.400Z,38.83800125,-122.8389969,0.129999995,0.72,md,8,154,0.01743,0.03,nc,nc75021592,2024-06-13T02:34:25.746Z,"10 km NW of The Geysers, CA",earthquake,0.37,1.09000003,0.13,9,automatic,nc,nc
2024-06-13T02:29:49.855Z,-5.7684,145.9859,67.84,4.6,mb,50,115,3.795,0.59,us,us7000ms22,2024-06-13T02:50:13.040Z,"59 km NNE of Kainantu, Papua New Guinea",earthquake,9.85,6.845,0.087,39,reviewed,us,us
2024-06-13T02:28:03.470Z,34.1356667,-117.0346667,6.6,1.15,ml,53,64,0.06023,0.13,ci,ci40795392,2024-06-13T13:52:01.900Z,"11 km SE of Running Springs, CA",earthquake,0.13,0.28,0.166,35,reviewed,ci,ci
2024-06-13T02:22:51.200Z,36.7779,-116.0027,2.9,-0.1,ml,12,265.63000000000005,0.035,0.0951,nn,nn00879135,2024-06-13T03:11:23.058Z,"37 km NW of Indian Springs, Nevada",earthquake,,1.9,0.09,3,reviewed,nn,nn
2024-06-13T02:18:27.250Z,32.357,-102.08,8.8379,2,ml,34,51,0.1,0.1,tx,tx2024lnvc,2024-06-13T12:37:35.064Z,"37 km NW of Stanton, Texas",earthquake,0.4267879923993346,0.694532841,0.1,30,reviewed,tx,tx
2024-06-13T02:12:08.490Z,35.89866667,-98.38383333,6.49,1.55,ml,83,32,0.048590465,0.4,ok,ok2024lnuw,2024-06-13T12:05:36.074Z,"6 km NNE of Watonga, Oklahoma",earthquake,,0.7,0.22,33,reviewed,ok,ok
2024-06-13T02:05:29.500Z,38.8176651,-122.824501,2.25999999,1.29,md,25,48,0.009514,0.02,nc,nc75021587,2024-06-13T02:07:05.666Z,"7 km NW of The Geysers, CA",earthquake,0.18,0.389999986,0.18,28,automatic,nc,nc
2024-06-13T02:04:40.560Z,38.8176651,-122.8270035,2.049999952,0.57,md,7,153,0.008947,0,nc,nc75021582,2024-06-13T02:06:15.463Z,"8 km NW of The Geysers, CA",earthquake,0.6,0.839999974,0.24,12,automatic,nc,nc
2024-06-13T02:04:13.120Z,38.81933212,-122.8273315,2.369999886,0.79,md,8,204,0.01055,0.01,nc,nc75021577,2024-06-13T02:05:50.438Z,"8 km NW of The Geysers, CA",earthquake,0.59,0.829999983,0.15,10,automatic,nc,nc
2024-06-13T01:54:47.750Z,38.81833267,-122.8278351,2.609999895,0.93,md,6,124,0.007376,0.01,nc,nc75021567,2024-06-13T01:56:25.536Z,"8 km NW of The Geysers, CA",earthquake,1,1.76999998,0.18,6,automatic,nc,nc
2024-06-13T01:53:33.275Z,63.4728,-151.1203,0,1.4,ml,,,,0.79,ak,ak0247kwl4lr,2024-06-13T01:55:53.586Z,"30 km ESE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-06-13T01:28:44.014Z,59.9361,-151.5911,55.3,1.1,ml,,,,0.55,ak,ak0247kwfsj5,2024-06-13T01:30:40.140Z,"7 km E of Happy Valley, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-06-13T01:17:41.000Z,38.81750107,-122.8246689,2.150000095,1.07,md,23,48,0.009312,0.03,nc,nc75021562,2024-06-13T01:19:19.548Z,"7 km NW of The Geysers, CA",earthquake,0.19,0.379999995,0.12,25,automatic,nc,nc
2024-06-13T01:15:49.630Z,38.8441658,-122.8300018,1.110000014,0.66,md,9,124,0.007026,0.02,nc,nc75021557,2024-06-13T01:19:15.397Z,"10 km WNW of Cobb, CA",earthquake,0.35,0.600000024,0.1,10,automatic,nc,nc
2024-06-13T01:10:00.380Z,33.7133333,-116.8156667,16.56,0.7,ml,23,86,0.08463,0.12,ci,ci40795232,2024-06-13T13:32:45.551Z,"8 km ESE of Valle Vista, CA",earthquake,0.29,0.42,0.188,16,reviewed,ci,ci
2024-06-13T01:05:39.680Z,38.79183197,-122.7231674,2.220000029,1.34,md,12,93,0.01364,0.06,nc,nc75021552,2024-06-13T01:07:15.006Z,"3 km NW of Anderson Springs, CA",earthquake,0.44,1.46000004,0.19,14,automatic,nc,nc
2024-06-13T01:04:38.860Z,38.82183456,-122.8521652,2.289999962,0.76,md,12,105,0.006785,0.02,nc,nc75021547,2024-06-13T01:06:15.319Z,"10 km NW of The Geysers, CA",earthquake,0.3,0.819999993,0.21,14,automatic,nc,nc
2024-06-13T00:59:26.250Z,33.2491667,-116.2738333,9.52,0.83,ml,39,35,0.05873,0.18,ci,ci40795080,2024-06-13T13:33:23.592Z,"9 km E of Borrego Springs, CA",earthquake,0.19,0.45,0.137,19,reviewed,ci,ci
2024-06-13T00:54:43.940Z,19.37800026,-155.2144928,1.950000048,2.12,ml,30,105,0.0043,0.180000007,hv,hv74274751,2024-06-13T00:57:23.170Z,"7 km SSE of Volcano, Hawaii",earthquake,0.35,0.239999995,0.28,16,automatic,hv,hv
2024-06-13T00:54:09.950Z,38.79066849,-122.7294998,0.479999989,1.3,md,21,92,0.009325,0.06,nc,nc75021542,2024-06-13T00:55:45.387Z,"3 km ENE of The Geysers, CA",earthquake,0.25,0.5,0.13,22,automatic,nc,nc
2024-06-13T00:29:48.780Z,19.4545002,-155.1753387,0.670000017,1.70000005,md,6,274,0.09925,0.079999998,hv,hv74274701,2024-06-13T00:31:34.810Z,"4 km WSW of Fern Forest, Hawaii",earthquake,3.22,1.90999997,0.140000001,5,automatic,hv,hv
2024-06-13T00:24:04.269Z,-30.8474,-71.7302,23.823,4.1,mb,27,194,0.72,0.83,us,us7000ms1m,2024-06-13T00:42:57.040Z,"57 km WSW of Ovalle, Chile",earthquake,3.82,7.614,0.261,4,reviewed,us,us
2024-06-13T00:19:03.163Z,59.8644,-153.1796,121.9,1.8,ml,,,,0.25,ak,ak0247kvscbw,2024-06-13T00:21:04.295Z,"52 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-06-13T00:14:12.155Z,65.8571,-151.7157,15.6,1,ml,,,,1.01,ak,ak0247kvrahb,2024-06-13T00:17:25.555Z,"78 km NNE of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-06-13T00:10:00.260Z,47.212,-123.7375,10.62,1.26,ml,19,116,0.0596,0.29,uw,uw62006617,2024-06-13T13:15:59.410Z,"16 km N of Aberdeen Gardens, Washington",earthquake,0.67,1.23,0.084843485,13,reviewed,uw,uw
2024-06-13T00:09:14.650Z,18.22616667,-66.90333333,20.55,2.77,md,22,93,0.08529,0.23,pr,pr71452458,2024-06-13T01:55:48.737Z,"8 km SSW of Lares, Puerto Rico",earthquake,0.43,1.03,0.101429763,12,reviewed,pr,pr
2024-06-13T00:03:32.030Z,38.10283279,-122.8785019,12.80000019,1.51,md,9,120,0.0419,0.05,nc,nc75021527,2024-06-13T00:05:09.807Z,"2 km WNW of Inverness, CA",earthquake,0.75,1.13,0.28,8,automatic,nc,nc
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
